views,likes,comments,category,channel,trending
4950982,238023,17858,Education,Channel_83,1
2239057,96378,30816,Sports,Channel_31,0
4465344,45901,12850,Gaming,Channel_91,1
2410029,46911,12601,News,Channel_64,1
3922451,71072,39866,Education,Channel_15,1
567088,152645,26644,Sports,Channel_46,0
1763999,280128,27428,Music,Channel_48,1
659003,153470,39487,Sports,Channel_68,0
2401081,80601,48624,Gaming,Channel_83,1
806113,253000,41362,Sports,Channel_85,0
2464160,280769,33380,Sports,Channel_40,1
934396,22848,7286,News,Channel_1,0
3163801,116259,10068,Music,Channel_20,0
4035464,78010,9805,Music,Channel_22,0
1604546,144618,3017,Music,Channel_54,0
2093101,136782,21172,News,Channel_77,0
1960310,169921,9926,Gaming,Channel_65,0
1457081,272402,44508,Gaming,Channel_15,1
116359,45301,23486,Education,Channel_61,0
2164859,215973,30397,Sports,Channel_79,1
4446655,125622,29511,Gaming,Channel_14,1
3736444,17187,43340,Music,Channel_69,0
3542483,43825,49005,Music,Channel_49,1
2593631,262180,10002,Music,Channel_6,1
1685351,105007,48586,Sports,Channel_41,0
1513760,60621,3201,Music,Channel_31,0
1463436,87252,33520,Music,Channel_90,1
3558689,186185,27048,News,Channel_64,1
4447228,42092,30130,Sports,Channel_89,1
2881593,147340,40324,News,Channel_51,0
1864236,103623,1341,Sports,Channel_59,0
2347582,95230,13981,Music,Channel_55,0
3574465,15399,8696,Music,Channel_49,1
3768255,91870,14525,Music,Channel_40,1
1600792,158767,26545,Music,Channel_15,0
4475770,21807,28625,News,Channel_70,0
451930,245949,5565,Gaming,Channel_65,1
4748647,66342,14947,Sports,Channel_7,1
2403187,236665,30077,Sports,Channel_62,1
3499408,225007,40698,Gaming,Channel_54,1
2366600,285850,6517,Music,Channel_52,0
3678361,2034,14287,Music,Channel_51,1
3039915,137666,11829,News,Channel_4,0
92006,158126,2422,News,Channel_1,0
4152785,257349,29060,News,Channel_66,1
4079584,267439,46728,Gaming,Channel_98,1
4324654,269524,41633,Music,Channel_35,1
689725,17913,5985,Sports,Channel_77,0
2904030,163581,39715,Music,Channel_81,0
789768,285149,13790,Gaming,Channel_10,0
207487,88387,47507,Gaming,Channel_67,1
3638820,201484,25168,Music,Channel_68,1
3285321,299976,24019,Music,Channel_89,1
679841,109376,43739,Music,Channel_93,1
2940302,63863,3668,Music,Channel_65,0
3453501,185725,10744,Sports,Channel_51,1
46232,153415,28754,News,Channel_30,1
2446840,52452,19522,Education,Channel_39,1
1380904,230765,4509,Sports,Channel_10,1
3850033,9685,2500,Music,Channel_93,0
1438188,89600,9904,Music,Channel_44,0
1657321,293815,26921,Music,Channel_32,1
539645,64299,16683,Music,Channel_44,0
1572951,17194,12416,Gaming,Channel_63,0
4526121,156904,14833,Music,Channel_61,0
2830455,207547,18290,Education,Channel_65,0
2504292,267421,35253,News,Channel_41,1
2191421,183729,14003,News,Channel_81,1
3367823,298179,40227,Sports,Channel_12,1
2611469,121256,6120,Gaming,Channel_2,0
2168354,132063,41253,Sports,Channel_73,0
1098353,149554,14251,Sports,Channel_76,0
4386010,150418,22486,Music,Channel_60,1
4819750,156669,28334,Education,Channel_25,1
4992536,237449,6172,Music,Channel_100,0
825255,9675,22706,Sports,Channel_61,0
3472750,158179,18472,Sports,Channel_99,0
4476156,52484,21695,Music,Channel_22,1
2766331,203055,39255,Music,Channel_97,0
589158,75921,42732,Music,Channel_56,1
2631723,92653,11055,Gaming,Channel_21,0
3832661,292638,32716,Sports,Channel_55,1
866139,259393,6880,Gaming,Channel_40,0
1579638,176692,28949,Gaming,Channel_51,1
3767484,181889,19810,Music,Channel_22,0
2902717,287989,528,News,Channel_28,1
2212738,226361,43093,Gaming,Channel_4,0
290768,96463,18308,News,Channel_26,0
2640929,53800,22844,News,Channel_87,0
3134211,208042,22360,Gaming,Channel_60,0
2269185,271797,22405,Music,Channel_23,1
3228544,13210,17246,Gaming,Channel_41,1
1727199,52285,27792,Music,Channel_58,0
4471013,152373,43322,News,Channel_8,1
4369327,91695,20704,Music,Channel_96,1
444945,272773,48181,Gaming,Channel_51,0
22253,105464,30589,Sports,Channel_61,0
3604110,1776,22436,News,Channel_1,1
2277787,265703,46895,Gaming,Channel_30,1
2255614,149775,24643,Gaming,Channel_92,0
3853666,256366,18026,Gaming,Channel_17,0
951162,220182,15693,Music,Channel_23,0
1275634,25311,9212,Gaming,Channel_24,0
2756063,44773,37964,News,Channel_86,0
1229807,151847,13850,News,Channel_69,0
123775,7435,39767,Education,Channel_89,0
4515276,275011,7322,Music,Channel_52,1
4464158,183853,35911,Music,Channel_71,0
415600,259571,46580,News,Channel_58,0
2270070,41467,30387,Gaming,Channel_22,0
4414359,210823,5678,Sports,Channel_59,1
2034901,5462,1382,News,Channel_44,0
2832569,111163,21780,Sports,Channel_37,1
1449763,192553,27506,News,Channel_34,1
2520507,280454,42296,Gaming,Channel_100,1
1257715,1855,31848,Music,Channel_57,0
81257,119352,39882,Gaming,Channel_57,0
1527534,237376,42202,Gaming,Channel_40,0
825143,239014,1705,Sports,Channel_20,0
3015938,194120,5997,Sports,Channel_17,0
3803986,248860,22447,Music,Channel_52,1
4723727,214372,40730,Gaming,Channel_4,1
372616,247698,44159,Sports,Channel_63,0
1961155,34414,14535,Sports,Channel_50,1
3625064,22574,24480,Sports,Channel_82,1
776158,97908,31051,Sports,Channel_92,0
2711527,280381,12129,Gaming,Channel_50,1
1769967,95269,30785,Gaming,Channel_16,0
917383,124461,29402,Sports,Channel_72,0
280215,17225,41527,Gaming,Channel_61,0
2844236,130587,2704,Gaming,Channel_44,1
3738859,258402,27027,Music,Channel_18,0
274349,71084,5725,Music,Channel_50,0
4119893,108631,25223,Gaming,Channel_93,1
1961584,179299,26769,Gaming,Channel_80,1
3734003,106769,27384,News,Channel_30,1
1417207,128481,32145,Music,Channel_49,0
579688,283865,32892,Gaming,Channel_98,1
4227156,48408,42497,News,Channel_94,1
2475653,263440,30027,Gaming,Channel_21,1
3203209,165379,12767,Education,Channel_22,1
4228995,108314,21481,Education,Channel_47,0
4589645,104969,37575,Gaming,Channel_25,0
533726,239327,18354,Music,Channel_86,1
3953255,157567,48777,Gaming,Channel_56,1
3818242,129755,19146,Music,Channel_64,1
4991488,54593,21901,Gaming,Channel_28,1
240968,124087,49966,Music,Channel_33,1
289963,111369,3101,News,Channel_66,0
2593536,27096,28727,Music,Channel_4,1
2976635,147566,34422,Gaming,Channel_80,1
3302017,199705,16515,Music,Channel_12,1
520165,104142,24806,Sports,Channel_17,0
4415084,59273,33162,Gaming,Channel_36,1
3441866,149757,40087,Gaming,Channel_16,1
3879363,60674,3573,Music,Channel_23,1
3244484,177208,41941,Sports,Channel_72,0
3025243,242740,39874,Music,Channel_9,1
1028557,67814,25508,Gaming,Channel_78,0
1997170,290242,25985,Education,Channel_55,0
3889577,211097,43915,Gaming,Channel_73,1
1207123,87903,5060,Music,Channel_64,0
1617596,268123,49094,Sports,Channel_47,1
1786559,8991,45610,Education,Channel_90,0
309449,107164,10933,Music,Channel_100,0
3848125,286562,6632,News,Channel_67,1
534634,155323,39523,Sports,Channel_10,1
3933747,182187,43898,Gaming,Channel_89,1
191237,192132,22973,Gaming,Channel_4,1
857047,3667,5589,Sports,Channel_30,0
4624636,283384,11612,Gaming,Channel_11,1
4416677,213776,47611,News,Channel_51,1
1407368,84741,18888,Music,Channel_19,1
846474,173422,19417,Music,Channel_13,0
4566537,167032,12015,News,Channel_57,1
1225744,138949,45440,Music,Channel_100,0
4863894,209624,35744,Gaming,Channel_3,0
3348769,4339,17855,Music,Channel_78,0
2132018,298019,11891,Music,Channel_74,1
3252128,198022,27762,Sports,Channel_38,1
4630375,37879,6595,Music,Channel_27,1
3490429,197987,46172,Sports,Channel_88,0
2509426,83994,28557,Sports,Channel_80,0
2532086,101079,45593,Gaming,Channel_10,1
295746,248587,21936,Education,Channel_53,1
4353892,118738,18281,Gaming,Channel_27,0
1703159,25811,2192,Music,Channel_7,1
3758985,218369,45032,Education,Channel_92,0
3803177,235647,33859,Sports,Channel_90,0
2004426,90719,49851,Sports,Channel_82,0
3352463,255570,42861,Sports,Channel_13,1
124950,243748,34946,Music,Channel_72,0
4524942,207841,49884,Gaming,Channel_91,1
4795821,16230,46360,Sports,Channel_60,0
1154224,275546,32309,News,Channel_14,1
4233851,282164,41472,Music,Channel_44,1
2651235,126961,35455,Gaming,Channel_70,1
4741039,148316,28672,Gaming,Channel_84,1
1741534,115805,3756,Music,Channel_28,0
3892839,125233,38829,Gaming,Channel_23,0
1305766,75215,41391,Gaming,Channel_12,0
2304554,1092,22918,News,Channel_24,0
3399147,158576,4494,News,Channel_51,1
4949409,36729,34047,News,Channel_22,0
4021120,48747,6538,Music,Channel_62,1
2947862,107281,2221,Gaming,Channel_26,1
2677517,170618,5164,Sports,Channel_86,1
4308086,181686,33622,Sports,Channel_58,0
628220,67849,35980,Gaming,Channel_71,0
444316,182085,19152,Music,Channel_15,0
3518741,87755,14385,Music,Channel_94,0
3457653,126308,23612,Music,Channel_68,1
476595,93719,12530,Music,Channel_6,1
1466744,221808,3340,Music,Channel_2,0
1889806,107262,23124,Education,Channel_31,0
3245424,172865,42579,Music,Channel_24,0
2149091,214848,33043,Gaming,Channel_35,1
3962676,220023,12295,Music,Channel_47,0
1761462,274957,20247,News,Channel_31,0
2239673,180707,714,Education,Channel_89,1
1624154,118829,38822,Music,Channel_72,1
4059848,13708,809,Gaming,Channel_76,1
3481826,15386,30144,Education,Channel_2,1
810178,275271,45983,News,Channel_79,0
4778402,236601,20362,Sports,Channel_59,1
4671817,48796,41821,Gaming,Channel_96,0
2563605,113015,36,Gaming,Channel_63,0
722037,218860,32402,Music,Channel_75,0
3233244,162777,24498,Sports,Channel_17,1
2800250,92539,28387,Sports,Channel_54,1
1022469,241506,10273,Music,Channel_21,0
2382306,100929,25030,Gaming,Channel_22,0
2893371,198392,45267,Sports,Channel_97,1
1813336,209880,11403,Sports,Channel_55,1
4334848,69417,15037,News,Channel_29,1
464001,73819,19039,Music,Channel_79,0
3181246,279383,14017,Music,Channel_21,0
2152061,42186,17365,News,Channel_2,1
3951511,94835,47464,Sports,Channel_42,0
2823136,97565,39215,Music,Channel_52,1
516693,3155,12583,Music,Channel_38,0
2637722,97299,32919,News,Channel_3,0
240017,138884,47025,Gaming,Channel_25,0
415994,264417,44254,Gaming,Channel_77,0
942768,57798,46275,Music,Channel_88,1
1841083,139237,9514,News,Channel_62,0
1077941,132004,38416,Gaming,Channel_95,0
466982,203313,1511,Sports,Channel_15,0
2539568,151754,18642,Education,Channel_70,1
274146,169608,16615,Education,Channel_10,1
1165795,73362,31589,Music,Channel_73,1
1390330,226720,24225,Music,Channel_69,1
2678747,169780,20846,Music,Channel_44,1
2410381,285538,29152,Music,Channel_41,1
4753820,3522,40517,Education,Channel_83,0
3571599,162582,571,Education,Channel_20,0
2944295,123785,26188,Music,Channel_97,1
3284616,78753,45000,News,Channel_37,1
78175,79868,42530,News,Channel_95,0
2686747,54810,13217,Sports,Channel_39,0
2079808,100374,41999,News,Channel_77,0
1358453,264541,6609,Education,Channel_70,0
3012786,187242,47397,Music,Channel_8,1
96028,204649,45041,Music,Channel_43,0
1559242,132881,49322,Music,Channel_10,0
4686754,119105,5151,Sports,Channel_41,1
4320453,35558,6406,Sports,Channel_4,0
4949008,90460,47062,Sports,Channel_78,0
164834,105679,14893,News,Channel_4,0
2368555,73081,32956,Gaming,Channel_24,0
1230787,112818,45841,Sports,Channel_21,0
3013359,78601,7145,Sports,Channel_10,0
1326569,224223,38695,Gaming,Channel_46,0
1417828,266451,33367,Gaming,Channel_89,0
2415165,109523,13133,Music,Channel_70,1
3209823,98762,12209,Sports,Channel_80,0
3626654,136090,44292,Gaming,Channel_44,1
286711,217895,47085,Music,Channel_92,1
1124389,147902,26965,Sports,Channel_100,1
576919,153335,9145,Sports,Channel_33,1
3332106,67166,47125,Music,Channel_94,1
853746,242970,42585,Music,Channel_36,1
423381,60273,34638,Sports,Channel_25,0
977433,99262,20645,Gaming,Channel_13,1
4655548,118642,18408,Gaming,Channel_39,1
2672252,16585,12521,Education,Channel_79,0
4901164,274358,21878,Music,Channel_38,0
1521943,11962,38221,Music,Channel_30,0
402067,83333,34595,Gaming,Channel_14,0
461796,182224,21086,News,Channel_50,0
4990904,164954,16923,Sports,Channel_68,1
1005001,160458,16225,Music,Channel_1,0
313023,197166,7202,Music,Channel_61,0
3206599,142722,30139,Sports,Channel_3,0
4687166,288591,31974,Music,Channel_50,1
3178902,127139,26941,Education,Channel_61,1
756111,254532,37206,Music,Channel_36,1
2321715,7913,19885,Education,Channel_4,0
2235805,214786,44907,Gaming,Channel_43,1
4305459,26873,11218,Sports,Channel_14,1
1900054,290702,45692,Gaming,Channel_89,1
3458550,11477,28750,Gaming,Channel_67,1
1551184,286055,31612,Music,Channel_7,1
4175482,285455,6716,Sports,Channel_8,1
3274523,233624,16088,News,Channel_44,1
89668,69913,31001,News,Channel_64,0
2835837,19765,39586,News,Channel_7,0
3620348,264247,22584,Sports,Channel_48,1
1925914,256104,4286,Sports,Channel_62,1
4011162,285094,4739,Sports,Channel_25,1
4748395,175122,30158,Sports,Channel_81,1
2771742,128724,34857,News,Channel_90,0
2771374,91554,5605,Gaming,Channel_68,1
3583299,84447,39590,News,Channel_64,1
3046915,107011,3321,Gaming,Channel_18,1
271914,87735,44541,News,Channel_4,1
4110803,110685,33984,News,Channel_17,0
363455,94276,37653,News,Channel_47,1
4475017,271390,12170,Music,Channel_81,0
1035586,215206,8933,Education,Channel_45,0
1747688,134984,22692,Music,Channel_89,1
3101581,99666,31474,Sports,Channel_58,0
2662637,296518,9906,Music,Channel_3,1
3673277,107081,45004,Music,Channel_12,1
2085504,151178,23814,Gaming,Channel_91,1
4158137,143102,35565,Sports,Channel_17,1
2255736,58483,818,Gaming,Channel_22,0
3022372,241482,8434,Music,Channel_39,1
2389229,172359,30571,Music,Channel_39,1
3122881,15685,40694,Music,Channel_100,0
4855042,118394,28890,News,Channel_16,0
2472378,78239,45485,Gaming,Channel_51,0
3831121,89059,12069,Sports,Channel_29,1
3563944,183230,32780,Sports,Channel_78,1
1354324,220329,38662,Education,Channel_71,1
3373455,105721,23434,Music,Channel_41,0
4269173,110100,7392,Sports,Channel_57,0
870807,201984,16102,Sports,Channel_28,0
4397720,288619,33457,Music,Channel_77,1
4071028,294440,22262,Music,Channel_80,0
2665496,54805,11932,Music,Channel_21,0
2873176,210265,11766,Gaming,Channel_4,0
1370277,103855,22711,News,Channel_99,1
750971,272899,13292,Gaming,Channel_15,0
2594659,254242,20687,News,Channel_53,0
4167233,253740,47631,News,Channel_90,1
4461276,203436,25899,Gaming,Channel_46,0
4076837,229343,7408,Education,Channel_7,0
1343057,48576,10694,Music,Channel_18,1
2234706,74984,40910,Sports,Channel_89,1
486757,170961,34533,Gaming,Channel_21,0
2055376,248605,15237,Education,Channel_8,1
2280176,104427,5778,Education,Channel_59,1
1186111,179739,35059,News,Channel_20,0
4962828,139580,26561,Music,Channel_82,1
2393919,204749,4866,Music,Channel_83,0
1501948,287261,8429,Education,Channel_67,1
4108834,159875,43352,Sports,Channel_55,1
2409630,89251,44515,Music,Channel_62,1
1595918,23407,22837,Education,Channel_18,0
4669170,7714,34075,Music,Channel_91,0
2703994,278596,34853,Gaming,Channel_79,1
2705716,194870,26395,News,Channel_56,1
4903444,129586,16415,Music,Channel_85,1
193512,9775,31986,Sports,Channel_22,0
3715379,10012,24104,Music,Channel_8,1
4386724,259863,291,News,Channel_11,1
4905948,273544,3686,Sports,Channel_12,1
1550420,175518,45347,Music,Channel_48,0
2076915,258456,1642,Education,Channel_63,1
3349924,245630,31477,Sports,Channel_27,1
3346647,6651,24150,Music,Channel_35,1
3901379,111129,8769,Music,Channel_2,1
3805409,277778,29833,Music,Channel_99,1
2965932,9976,3909,Education,Channel_95,0
648341,220432,32078,Music,Channel_8,0
1521982,165271,12268,Sports,Channel_20,0
3330693,71311,10844,Gaming,Channel_8,0
3999422,115133,8638,News,Channel_63,1
1202838,234634,37141,Sports,Channel_68,1
2165563,4969,11233,Gaming,Channel_31,0
4480825,124135,30496,Gaming,Channel_32,1
3586681,27225,17806,Music,Channel_13,0
4409285,55056,40326,News,Channel_86,0
4976230,233275,13271,Education,Channel_26,1
2385291,169751,39513,Sports,Channel_81,1
2096588,167208,19465,Gaming,Channel_29,1
2656982,120343,39502,Education,Channel_91,0
4205955,16782,13860,Gaming,Channel_86,0
3245967,51953,8250,Music,Channel_18,0
2986696,153300,41418,Music,Channel_69,0
438625,101134,49255,News,Channel_12,0
3302106,136041,21310,Music,Channel_2,1
1373070,214061,49893,Education,Channel_42,1
2431721,25884,27982,Sports,Channel_7,0
2594726,131017,32206,Sports,Channel_47,1
4019280,1311,9764,Gaming,Channel_90,0
2543017,43329,43661,News,Channel_54,1
4451252,220698,12842,Sports,Channel_15,1
1571057,217301,37491,Music,Channel_58,0
862069,284609,44372,News,Channel_33,0
857626,135194,24043,Gaming,Channel_67,1
2162352,189442,37971,Gaming,Channel_63,1
107022,32745,2976,Sports,Channel_48,0
2800131,241217,7426,Music,Channel_66,0
4976045,128315,22887,Gaming,Channel_81,1
3208796,198723,26710,Education,Channel_65,1
471529,108059,41387,Sports,Channel_36,1
2984516,267784,47470,Gaming,Channel_17,0
162445,65498,6486,Sports,Channel_2,0
3835242,134288,39258,News,Channel_33,1
3283831,281107,46882,Gaming,Channel_93,1
4419909,141150,22623,Music,Channel_6,1
685029,258956,23806,News,Channel_43,1
511370,78940,5973,Music,Channel_100,0
1753374,186998,46215,Sports,Channel_88,1
4416276,263221,48626,News,Channel_11,1
4000694,52175,45939,Music,Channel_5,1
3309505,140941,49085,News,Channel_30,1
209944,29174,29157,Music,Channel_10,1
2826494,104956,5521,Gaming,Channel_91,1
1362303,211995,12891,Music,Channel_91,1
4202765,233452,16795,Gaming,Channel_24,0
2895100,20783,22474,News,Channel_59,0
4667805,33949,26507,Education,Channel_67,0
1198162,251452,10687,Education,Channel_61,0
1047161,274972,33014,Music,Channel_26,0
4689482,271489,11009,Music,Channel_39,1
1780685,71755,23226,Gaming,Channel_82,0
1898501,174230,22948,News,Channel_3,0
4755619,256455,34939,Music,Channel_38,1
674218,265731,44291,Music,Channel_42,0
3886250,73926,48296,News,Channel_48,1
604291,135158,48044,Education,Channel_89,0
4903059,59324,40225,Education,Channel_13,0
2662198,113593,22102,Music,Channel_89,0
2180431,84725,34828,Sports,Channel_88,0
4210738,236586,36102,Music,Channel_56,1
720407,56690,45855,Sports,Channel_59,0
2539143,28410,33712,Gaming,Channel_63,0
338913,107355,26823,Gaming,Channel_80,0
3916770,198428,5361,Sports,Channel_43,1
329821,87120,25838,Music,Channel_75,0
2181707,120130,14638,Sports,Channel_57,0
1702243,290716,38052,Education,Channel_21,1
3888008,18520,23265,Music,Channel_95,1
1813375,61618,24751,Sports,Channel_54,1
3628447,235709,42012,Gaming,Channel_79,0
3616652,26893,10916,Gaming,Channel_53,0
69803,202509,9509,Education,Channel_45,0
808744,166926,45532,Sports,Channel_36,0
749736,230005,31102,News,Channel_63,1
700539,11104,47659,Sports,Channel_1,1
246404,12654,24324,Education,Channel_92,0
18297,232390,14003,Gaming,Channel_97,0
789443,85844,27943,Gaming,Channel_67,0
3656074,52758,42634,Music,Channel_79,1
3266962,62661,33101,Gaming,Channel_33,0
4763606,298961,29943,Sports,Channel_32,0
3027394,28679,9456,Music,Channel_87,1
1228146,161243,11369,Music,Channel_58,0
2881304,288693,19329,Gaming,Channel_26,1
1334572,279899,13218,Sports,Channel_61,0
4706907,170515,21164,Gaming,Channel_17,1
616863,233680,37424,Gaming,Channel_73,1
4702669,296709,12410,Music,Channel_69,1
3766056,294837,29730,Gaming,Channel_29,1
3326315,25751,2665,Music,Channel_63,0
829791,153368,39899,Sports,Channel_6,0
3821887,3609,37703,News,Channel_59,1
2847274,128523,415,Gaming,Channel_99,1
4840498,289447,33475,Sports,Channel_21,0
4396564,277543,24172,Gaming,Channel_45,0
377794,274472,2684,Gaming,Channel_45,0
3879450,265209,7494,Sports,Channel_87,1
3034349,121174,19750,News,Channel_35,0
1522466,82589,19887,Gaming,Channel_52,1
2481252,137402,20826,Music,Channel_46,1
783877,104827,6180,Gaming,Channel_66,0
4903825,4652,46779,Gaming,Channel_57,0
3886180,9331,2559,Music,Channel_42,0
3611793,219375,40905,Education,Channel_73,1
3300973,102780,3971,Music,Channel_77,0
3081977,153053,35725,Education,Channel_98,0
2300899,256064,18113,Sports,Channel_16,1
1973424,114193,42861,Gaming,Channel_5,0
1337092,117169,12951,Sports,Channel_1,0
851350,287881,25617,Gaming,Channel_22,1
3480027,73830,32794,Music,Channel_48,0
3206228,109072,2583,Music,Channel_26,1
168647,214283,25628,Music,Channel_34,0
2334679,27486,26250,Gaming,Channel_58,0
436477,142073,3055,Music,Channel_85,0
1684523,216179,6801,Gaming,Channel_7,0
4197656,120365,34426,Gaming,Channel_25,1
4328308,70057,36719,Education,Channel_57,1
2961033,141878,40067,Music,Channel_12,0
1582420,3891,23840,Gaming,Channel_31,1
787261,15678,9933,Music,Channel_27,1
3495708,231799,31979,Gaming,Channel_86,1
2829630,165394,45047,Gaming,Channel_34,1
4245402,28116,4137,Music,Channel_81,1
3080042,223840,11423,Music,Channel_75,0
2763081,277883,24315,Sports,Channel_93,0
127060,129364,34482,Sports,Channel_34,0
4325848,70330,44156,Education,Channel_37,0
2797461,121659,36115,Sports,Channel_58,1
3078099,168364,34754,Education,Channel_60,0
2845180,169300,36312,Sports,Channel_26,0
2622578,59749,23363,Education,Channel_45,1
4588878,248775,17085,Gaming,Channel_45,0
1673795,266661,42414,Gaming,Channel_32,1
4094886,177385,36554,Music,Channel_69,0
2255103,102562,14415,News,Channel_84,0
2940362,79069,47052,Music,Channel_71,1
563060,155749,21398,Music,Channel_23,0
1507145,135074,32691,News,Channel_65,1
2649202,237908,6659,Gaming,Channel_39,1
1193931,130524,20644,Music,Channel_67,1
4890084,25540,3044,News,Channel_45,0
872522,241358,3883,News,Channel_67,0
1543247,15315,31712,Music,Channel_63,0
4373216,109107,19324,News,Channel_70,1
2182906,253815,48119,Gaming,Channel_95,1
603276,218349,21545,Music,Channel_54,0
1501134,52054,18204,Gaming,Channel_27,0
2605884,130446,23268,News,Channel_93,1
1706243,89373,15762,Gaming,Channel_79,0
4275692,103048,28371,Music,Channel_36,0
4023928,46676,18847,Gaming,Channel_5,0
240779,281063,36139,Music,Channel_67,1
2976605,22535,41295,Sports,Channel_51,0
4889639,112303,10116,Music,Channel_89,1
789140,101056,30125,Gaming,Channel_32,1
3559539,37413,31404,Gaming,Channel_21,0
3747037,168275,28436,Music,Channel_17,1
2124238,131615,2788,Music,Channel_73,1
4727276,243636,32149,Music,Channel_26,1
4589727,152028,4125,Music,Channel_22,1
1619963,285658,3606,News,Channel_41,1
591381,110561,41534,Gaming,Channel_59,0
2933235,159337,32988,Education,Channel_87,0
3684909,36865,21306,Education,Channel_75,0
1540600,41731,42973,Gaming,Channel_10,1
2228503,111607,10833,Music,Channel_87,0
4233939,172932,21997,Sports,Channel_5,0
3071771,296877,33521,News,Channel_55,1
1144647,166821,29948,Sports,Channel_26,0
3612646,260439,46643,News,Channel_4,1
1417953,5549,7488,Education,Channel_27,0
2695245,116370,39974,Gaming,Channel_98,0
4123186,152393,42448,Music,Channel_58,0
422280,234325,7938,Music,Channel_3,0
910245,298088,38726,Gaming,Channel_50,1
342207,271629,15770,Gaming,Channel_96,1
1231746,194212,6635,Music,Channel_26,0
3290791,258050,8629,Gaming,Channel_18,1
593632,288162,49934,Gaming,Channel_7,0
4038106,207950,31668,Sports,Channel_45,1
4756185,42766,21487,Music,Channel_13,1
4755896,201340,12869,Gaming,Channel_6,1
1473178,80740,49371,Gaming,Channel_35,0
1163189,82712,9219,Music,Channel_95,0
3871426,181741,40797,Gaming,Channel_53,0
415299,212594,49040,Gaming,Channel_68,1
2382486,56700,16673,Gaming,Channel_42,1
3677158,208664,16763,Music,Channel_4,1
4162900,98990,44933,Education,Channel_60,0
126438,161090,11043,Music,Channel_45,1
3771183,58714,9570,News,Channel_72,0
1918043,242163,6886,Gaming,Channel_75,0
2200391,270536,1958,Sports,Channel_66,1
636719,205144,43087,Sports,Channel_82,1
2802445,46708,24641,Gaming,Channel_82,0
809258,263264,2183,News,Channel_22,1
4525474,131468,29070,Sports,Channel_12,1
2865140,215202,3774,Music,Channel_81,0
3565462,242292,29018,Music,Channel_51,0
182948,202939,20303,Music,Channel_17,0
2583814,31576,14272,Education,Channel_36,1
3770457,241310,22586,Gaming,Channel_93,0
1207751,23808,33545,Education,Channel_49,0
954692,23037,2566,Music,Channel_16,0
218770,267785,42863,Gaming,Channel_75,0
4100906,220947,10953,Music,Channel_44,0
4837917,239638,31696,Gaming,Channel_22,1
2438245,56888,7404,Sports,Channel_94,1
2703882,45216,32846,Music,Channel_8,0
1791008,103483,1581,News,Channel_18,1
1827525,58344,14066,Music,Channel_80,0
4514070,53629,40735,Gaming,Channel_84,0
1339530,103546,7839,Gaming,Channel_72,0
4467951,155596,34930,Gaming,Channel_94,1
2182913,153662,22129,Education,Channel_38,0
1479768,259211,30845,Sports,Channel_29,1
1566213,216909,13913,Sports,Channel_77,1
2764398,6744,964,Gaming,Channel_81,0
689152,214082,10739,News,Channel_81,0
403980,138896,2673,Music,Channel_73,1
1039336,138933,38061,Gaming,Channel_2,1
2879350,132682,31171,Music,Channel_59,1
1169932,56624,23643,Music,Channel_42,0
1450087,203484,34486,Music,Channel_88,0
2532528,265846,10624,Music,Channel_21,1
2109542,126755,1228,Music,Channel_2,0
938635,189109,43370,Music,Channel_5,1
3503626,248853,34608,Sports,Channel_17,0
1387689,282527,49649,Music,Channel_24,1
3817126,229718,16920,Music,Channel_8,1
3067983,14517,19689,Gaming,Channel_30,0
2847230,75509,7124,Music,Channel_50,0
2119433,202724,42124,Music,Channel_22,0
4457397,203951,31339,Sports,Channel_59,0
3679621,103622,7587,Sports,Channel_24,0
4557766,86130,3527,Sports,Channel_26,0
1298991,66610,33067,Sports,Channel_61,1
3732404,41858,45358,Gaming,Channel_8,0
1815188,6830,3963,News,Channel_12,1
2108359,270666,37455,Education,Channel_14,1
219401,167807,36939,News,Channel_30,0
986132,216233,20243,Sports,Channel_55,0
160292,170858,32693,Music,Channel_99,0
4692066,60955,45835,Gaming,Channel_61,1
3168759,245430,3695,Music,Channel_62,1
464937,178537,9112,Sports,Channel_31,0
2965391,183515,32059,Sports,Channel_92,1
2682206,271865,7242,Gaming,Channel_27,0
1193097,190344,9941,Education,Channel_100,0
188771,86019,20001,Education,Channel_1,0
238199,214867,2700,Music,Channel_41,0
2858281,9607,18085,Music,Channel_14,1
2733481,60077,13339,Gaming,Channel_74,0
4835777,218602,15834,News,Channel_50,1
2275316,48032,11084,Sports,Channel_42,0
3603615,213006,29543,Gaming,Channel_71,1
1584214,51792,35930,News,Channel_40,0
752518,186095,41074,Education,Channel_14,0
514313,297496,31902,News,Channel_100,1
3932586,85755,29044,Sports,Channel_91,1
3215215,234658,13137,News,Channel_11,0
3461989,114846,34905,Gaming,Channel_63,0
2333214,107008,49182,News,Channel_49,1
2331229,50031,5948,News,Channel_37,1
1864462,130682,47461,Education,Channel_10,0
655224,220597,32567,News,Channel_54,1
2251397,208843,31189,Sports,Channel_7,0
2000284,77027,48867,Gaming,Channel_81,1
2002676,241431,48978,Gaming,Channel_12,1
1685532,186904,31871,Music,Channel_55,1
455418,80301,18189,Sports,Channel_36,0
1473542,166674,22797,Gaming,Channel_7,0
4474014,56016,3569,Sports,Channel_24,0
4857854,104278,26012,Gaming,Channel_34,1
563621,62408,12977,Sports,Channel_65,0
3530801,221173,32049,Education,Channel_29,1
